Row,Status,Error,Preview
544,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are an Instrumentation QC Inspector reviewing a contractor's loop check pack...
545,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Compare and contrast Foundation Fieldbus (FF) and traditional 4-20mA analog inst...
546,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,A control valve is performing poorly (sticking and jumping). Describe the diagno...
547,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Discuss the requirements for installing instruments in a Class I, Division 1 (or..."
548,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the function of a PID controller. Describe the specific effect of increa...
549,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"What is 'Cavitation' in a control valve? Describe the physical mechanism, its da..."
550,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Describe the procedure and acceptance criteria for performing an Impulse Line Pr...
551,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the principles of operation for an Ultrasonic Flowmeter. Compare Transit...
552,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"As a QC Inspector, what specific checks would you perform on the installation of..."
553,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Discuss the importance of 'Grounding and Shielding' in instrument systems. How d...
554,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Outline the steps required to commission a Motor Operated Valve (MOV) equipped w...
555,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,What is a Proof Test in the context of a Safety Instrumented System (SIS)? Why i...
556,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the difference between 'Calibration' and 'Loop Checking'. What are the o...
557,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Describe the common types of Thermocouples (e.g., J, K, T, E) and RTDs (e.g., Pt..."
558,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,A pneumatic control valve fails to stroke fully open when commanded by the DCS. ...
559,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Discuss the requirements for tubing installations (Impulse Lines) for pressure a...
560,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,What is an Analyzer Shelter (or AMADAS)? Describe the key QC inspection points f...
561,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the concept of 'Split-Range Control' in a process plant. Provide an exam...
562,✅ Success,,If you find a field instrument with a cracked glass on its display in a Zone 1 h...
563,✅ Success,,Explain the difference between 'Accuracy' and 'Repeatability' when referring to ...
564,✅ Success,,Why must a 3-valve or 5-valve manifold be operated in a specific sequence when r...
565,✅ Success,,"What is a 'Smart' transmitter, and what are its main advantages over a conventio..."
566,✅ Success,,How do you verify the calibration of a pH sensor in the field?
567,✅ Success,,What is the purpose of an 'I/P Converter'?
568,✅ Success,,"During cable pulling, the contractor applies pulling grease (lubricant) to instr..."
569,✅ Success,,Why is it critical to ensure 'Clean and Dry' instrument air? What happens if wat...
570,✅ Success,,What is a 'Thermowell' and why is it used?
571,✅ Success,,Explain what 'Fail-Safe' means in the context of process control.
572,✅ Success,,What is the difference between an 'Active' and a 'Passive' 4-20mA loop device?
573,✅ Success,,You see a contractor using Teflon tape on the threads of a straight-threaded com...
574,✅ Success,,What is a 'Capillary Tube' used for in differential pressure measurement?
575,✅ Success,,What does the term 'Span' mean when calibrating an instrument?
576,✅ Success,,Why do we use RTDs (Pt100) with 3-wire or 4-wire configurations instead of just ...
577,✅ Success,,"In Foundation Fieldbus, what is a 'Terminator' and where should it be installed?"
578,✅ Success,,What is the main safety risk when opening a live junction box in an Intrinsicall...
579,✅ Success,,How do you verify the operation of a solenoid valve?
580,✅ Success,,What is 'Cold Junction Compensation' (CJC) in thermocouple measurement?
581,✅ Success,,"Before signing a loop check folder as accepted, what is the most important thing..."
582,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Calculate the required output of a DP transmitter (4-20mA) measuring liquid leve...
583,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Review a given P&ID snippet. Identify the following instrument bubbles: FI, FIC,..."
584,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Inspect a physical installation (or photo) of an orifice plate meter run. Identi...
585,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are provided with a loop calibrator and a standalone 2-wire 4-20mA pressure ...
586,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,A Pt100 RTD gives a resistance reading of 119.4 Ohms. Using standard RTD alpha 3...
587,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Examine an ATEX nameplate on an instrument: 'CE 1180 Ex II 2 G Ex d IIC T5 Gb'. ...
588,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Perform a continuity check on a multi-core instrument cable drum before installa...
589,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Given a control valve data sheet specifying 'Air-to-Open', and a positioner gaug..."
590,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Review a tubing hook-up drawing for a gas pressure transmitter. The drawing show...
591,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Connect a HART communicator to a smart transmitter in a live 4-20mA loop. What i...
592,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Calculate the 'Bench Set' or spring range required for a control valve. Actuator...
593,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Identify the correct Type K thermocouple wire colors based on ANSI (US) and IEC ...
594,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Review a completed Instrument Calibration Certificate. Identify at least 4 criti...
595,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate the setup for calibrating a differential pressure transmitter used f...
596,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,A Foundation Fieldbus segment has 10 devices. The voltage at the power condition...
597,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Given a Megger (Insulation Resistance Tester), demonstrate how to safely test a ..."
598,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Analyze a scenario where an Orifice plate is installed with the bevel facing ups...
599,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are inspecting a newly installed radar level transmitter on a storage tank. ...
600,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate how to check the stroke time of an Emergency Shutdown (ESD) valve. W...
601,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Review a Hazardous Area layout drawing. An instrument is located in a Zone 0 are...
602,✅ Success,,"When routing instrument and electrical power cables in the same trench, what is ..."
603,✅ Success,,"In a hazardous area classification drawing, a sump pit containing flammable liqu..."
604,✅ Success,,"What is the primary purpose of a 'Cable Transit System' (e.g., MCT - Multi Cable..."
605,✅ Success,,Which of the following grounding systems is dedicated solely to protecting sensi...
606,✅ Success,,An Ex e (Increased Safety) junction box relies on which principle for explosion ...
607,✅ Success,,What is the standard testing voltage for performing an Insulation Resistance (Me...
608,✅ Success,,When installing a gland on an armored cable (SWA) entering an Ex d (Flameproof) ...
609,✅ Success,,A DCS analog output card sends a 4-20mA signal to a control valve positioner. If...
610,✅ Success,,"In an Intrinsically Safe (IS) circuit, what color is globally recognized for IS ..."
611,✅ Success,,Which device is used to safely isolate a high-voltage electrical circuit to allo...
612,✅ Success,,What does the term 'Cold Junction Compensation' apply to?
613,✅ Success,,What is the purpose of an 'End of Line' (EOL) resistor in a fire and gas detecti...
614,✅ Success,,"When installing cable trays for electrical and instrumentation cables, how shoul..."
615,✅ Success,,A variable frequency drive (VFD) is used to control a pump motor. What type of c...
616,✅ Success,,What is the typical failure mode (safe state) for an ESD (Emergency Shutdown) bl...
617,✅ Success,,"In ATEX/IECEx marking, what does 'Ex i' indicate?"
618,✅ Success,,A Fieldbus segment requires power. How is power delivered to Foundation Fieldbus...
619,✅ Success,,"When performing a loop check on a motor from the DCS, what signal is typically s..."
620,✅ Success,,Which test is critical to perform on an electrical motor before coupling it to a...
621,✅ Success,,What is the function of a 'Zener Barrier' in an instrumentation circuit?
622,✅ Success,,"According to NEC/API RP 500, how is a 'Class I, Division 2' area defined?"
623,✅ Success,,"When calibrating a smart pressure transmitter, what does the term 'Trim' mean?"
624,✅ Success,,What type of signal does a standard industrial RTD (Resistance Temperature Detec...
625,✅ Success,,"In an electrical schematic, what does 'NO' and 'NC' stand for regarding relay co..."
626,✅ Success,,Why are instrumentation cable shields grounded at one end only?
627,✅ Success,,What is the primary purpose of a 'Seal Fitting' (EYS) in a conduit system instal...
628,✅ Success,,"During a megger test on a 415V motor, the resistance is measured between the pha..."
629,✅ Success,,A 'P&ID' is a critical document for E&I QC. What does P&ID stand for?
630,✅ Success,,Which device is used to measure the current flowing through a large high-voltage...
631,✅ Success,,A solenoid valve coil is rated for 24VDC. The technician measures the voltage at...
632,✅ Success,,"In SIL (Safety Integrity Level) terminology, what does 'PFD' stand for?"
633,✅ Success,,What is the function of an 'Interposing Relay' in a DCS motor control circuit?
634,✅ Success,,"When inspecting an Ex d (Flameproof) enclosure after maintenance, you notice a d..."
635,✅ Success,,A 'UPS' is critical in E&I systems. What does UPS stand for and what is its prim...
636,✅ Success,,Which calibration parameter describes the maximum difference between upscale and...
637,✅ Success,,What is the purpose of 'Heat Tracing' on instrument impulse lines?
638,✅ Success,,"In fiber optic communications, what does an 'OTDR' measure?"
639,✅ Success,,"A control valve requires a 4-20mA signal and a 60 psi air supply. However, the D..."
640,✅ Success,,"When meggering a motor, you must strictly avoid meggering which type of componen..."
641,✅ Success,,What is a 'Junction Box (JB)' primary function in an E&I installation?
642,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the differences between Intrinsically Safe (Ex i) and Flameproof (Ex d) ...
643,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Describe the step-by-step process of performing a complete loop check for a moto...
644,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are auditing a contractor's cable tray installation in a petrochemical plant...
645,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,What is a Safety Instrumented System (SIS)? How does it differ from a Basic Proc...
646,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Detail the procedure for calibrating a Smart Differential Pressure Transmitter u...
647,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Discuss the importance and methodology of testing a plant's Grounding (Earthing)...
648,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,A newly installed control valve is hunting (oscillating) uncontrollably. As the ...
649,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the principles of Foundation Fieldbus (FF). How does its architecture re...
650,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Describe the inspection criteria for cable glanding and termination of a Steel W...
651,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,What is an Automatic Transfer Switch (ATS) and a Uninterruptible Power Supply (U...
652,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Discuss the specific hazards associated with Variable Frequency Drives (VFDs) re...
653,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Detail the requirements for installing impulse tubing for a differential pressur...
654,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Outline the Quality Control documentation package (dossier) required for the han...
655,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,A motor control center (MCC) is being tested prior to energization. Describe the...
656,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the operating principle of a Coriolis mass flowmeter. Why is the install...
657,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Discuss the purpose of a Fire and Gas (F&G) System in an oil and gas facility. D...
658,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are inspecting the termination of a fiber optic cable in a control room patc...
659,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Describe the concept of 'Cathodic Protection' (CP) for underground pipelines. Wh...
660,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"In the context of Control Valves, explain the phenomena of 'Flashing' and 'Cavit..."
661,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Discuss the requirements for 'Lockout/Tagout' (LOTO) when performing maintenance...
662,✅ Success,,What is the primary safety purpose of grounding (earthing) the metal casing of a...
663,✅ Success,,"When looking at a P&ID, what is the difference between a solid line, a dashed li..."
664,✅ Success,,You find a contractor using standard PVC electrical tape to splice an instrument...
665,✅ Success,,What is the purpose of an RTD (Resistance Temperature Detector) and how does it ...
666,✅ Success,,Explain why a 4-20mA standard is used for analog signals instead of 0-20mA.
667,✅ Success,,"What does a 'Megger' do, and why must you disconnect electronic instruments befo..."
668,✅ Success,,"What is an 'Explosion-proof' (Ex d) enclosure, and how does it protect the plant..."
669,✅ Success,,Why is it important to strictly follow the manufacturer's recommended bend radiu...
670,✅ Success,,"What is a 'Bump Test' on a motor, and when should it be performed?"
671,✅ Success,,Explain the function of a 'Current Transformer' (CT) in an electrical switchgear...
672,✅ Success,,What is the difference between a 'Digital Input' (DI) and an 'Analog Input' (AI)...
673,✅ Success,,"During cable tray inspection, why must you ensure that the cable fill does not e..."
674,✅ Success,,"What is a 'Limit Switch' on a control valve, and how is it used by the DCS?"
675,✅ Success,,Why is 'Ferruling' (wire marking) critical inside a junction box or control pane...
676,✅ Success,,What is the difference between a 'Normally Open' (NO) and 'Normally Closed' (NC)...
677,✅ Success,,"In a Fire and Gas system, what is an 'End of Line' (EOL) resistor?"
678,✅ Success,,"What is 'Intrinsically Safe' (IS) grounding, and why must it be separated from p..."
679,✅ Success,,You are inspecting a newly installed radar level transmitter. The contractor lef...
680,✅ Success,,What is a 'Thermocouple Extension Wire' and why can't you use standard copper wi...
681,✅ Success,,Explain the role of an I/P (Current to Pressure) transducer on a pneumatic contr...
682,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Identify and demonstrate how to use a Digital Multimeter to test a 24VDC solenoi...
683,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Given a P&ID snippet, trace the signal path of a pressure control loop from the ..."
684,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Inspect a physical (or photo) termination of a Steel Wire Armored (SWA) cable in...
685,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate the setup for calibrating a Type K Thermocouple transmitter on the b...
686,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Given a loop drawing and a multimeter, demonstrate how to measure the 4-20mA sig..."
687,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Perform a physical inspection of an Ex d (Flameproof) junction box before the co...
688,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Interpret an instrument cable schedule. Given a cable tag, identify the source, ..."
689,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,A motor is controlled by a 'Start/Stop' push-button station. Given a basic elect...
690,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Conduct a visual inspection of an installed impulse tubing run for a liquid flow...
691,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate how to verify a 3-phase motor's windings using a multimeter (before ...
692,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are given a HART communicator. Demonstrate how to connect it to a smart pres...
693,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Inspect an installed grounding (earthing) connection on a steel vessel. What are...
694,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Given a set of PID tuning parameters (P=2.0, I=10s, D=0s) on a level controller,..."
695,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Identify the correct method for terminating shielded twisted pair (STP) instrume...
696,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Perform a functional test of a point combustible gas detector (e.g., LEL Catalyt..."
697,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Review an Electrical Single Line Diagram (SLD). Locate a specific motor starter,..."
698,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain and demonstrate how to check for an 'Earth Fault' (Ground Fault) on a 24...
699,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Inspect a pneumatic control valve positioner hookup. Identify the air supply por...
700,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate the procedure to safely isolate a 415V motor for mechanical maintena...
701,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are commissioning a radar level transmitter. The tank is currently empty. De...
702,✅ Success,,"According to ISO 8501-1, what does the surface preparation grade 'Sa 2.5' repres..."
703,✅ Success,,"Before any abrasive blast cleaning is performed on a steel surface, what is the ..."
704,✅ Success,,"When measuring environmental conditions before coating application, the steel su..."
705,✅ Success,,What instrument is used to measure the surface profile (anchor pattern) created ...
706,✅ Success,,A multi-component epoxy coating is mixed. The manufacturer's data sheet specifie...
707,✅ Success,,What is the primary purpose of a 'Stripe Coat' during a coating application?
708,✅ Success,,When measuring Dry Film Thickness (DFT) on a blasted surface using a magnetic ga...
709,✅ Success,,"What defect is characterized by tiny, deep holes in the coating film that expose..."
710,✅ Success,,Which of the following abrasive blasting media is STRICTLY prohibited for use on...
711,✅ Success,,High-voltage holiday detection (spark testing) is used to find flaws in coatings...
712,✅ Success,,What is the phenomenon where a coating deteriorates on the surface due to UV lig...
713,✅ Success,,"During surface preparation, a 'Bresle Patch' test is conducted. What is this tes..."
714,✅ Success,,"In a 3-Layer Polyethylene (3LPE) pipeline coating system, what is the primary fu..."
715,✅ Success,,What does the term 'Pot Life' refer to when working with two-component paints?
716,✅ Success,,"A Pull-Off Adhesion Test (e.g., using an Elcometer 106 or Defelsko Positest AT) ..."
717,✅ Success,,What is 'Amine Blush'?
718,✅ Success,,"According to SSPC-PA 2, when taking a 'spot measurement' of Dry Film Thickness, ..."
719,✅ Success,,Which coating defect is characterized by the paint film shrinking and pulling aw...
720,✅ Success,,"In the context of Saudi Aramco standards (SAES-H-001), what is APCS?"
721,✅ Success,,"When applying an inorganic zinc (IOZ) silicate primer, what environmental condit..."
722,✅ Success,,What is the primary purpose of Cathodic Disbondment Testing (CDT) for pipeline c...
723,✅ Success,,A contractor is applying a two-coat epoxy system. The manufacturer specifies a '...
724,✅ Success,,Which abrasive is considered 'expendable' (used once and discarded) due to its f...
725,✅ Success,,What happens if paint is applied at a wet film thickness (WFT) significantly hea...
726,✅ Success,,"In the context of surface preparation, what does the term 'Flash Rust' refer to?"
727,✅ Success,,What is a 'Wet Sponge' holiday detector used for?
728,✅ Success,,"What is the relationship between Wet Film Thickness (WFT), Dry Film Thickness (D..."
729,✅ Success,,"During inspection of a newly painted structural beam, you notice the coating has..."
730,✅ Success,,What is the primary function of an 'Airless' spray system compared to a 'Convent...
731,✅ Success,,A coating specification calls for NACE No. 3 / SSPC-SP 6. What is the common nam...
732,✅ Success,,"When testing for soluble salts using a Bresle patch, why is it critical to ensur..."
733,✅ Success,,Thermal Spray Aluminum (TSA) is specified for a high-temperature piping system. ...
734,✅ Success,,"What defect is typically caused by applying a hard, rigid topcoat over a softer,..."
735,✅ Success,,"According to SSPC-PA 2, if a 'spot measurement' (the average of 3 gauge readings..."
736,✅ Success,,Which standard provides visual reference photographs for evaluating the degree o...
737,✅ Success,,What is 'Osmotic Blistering' in a coating system?
738,✅ Success,,"When mixing a zinc-rich epoxy primer, why must the mixture be continuously agita..."
739,✅ Success,,What is the ISO standard test method for assessing dust quantity and size on ste...
740,✅ Success,,A pipeline is buried underground. Which of the following coating properties is m...
741,✅ Success,,"During application of an internal tank lining (e.g., Novolac Epoxy), the specifi..."
742,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Describe the complete Quality Control inspection process for the surface prepara...
743,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the phenomenon of 'Osmotic Blistering' in protective coatings. What caus...
744,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Compare and contrast Airless Spray and Conventional Air Spray application method...
745,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are auditing a coating contractor. Outline the specific documentation and tr...
746,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Detail the procedure and acceptance criteria for performing High-Voltage Holiday...
747,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"What is a 'Stripe Coat', why is it critical in offshore and marine environments,..."
748,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the application and curing mechanism of Inorganic Zinc (IOZ) silicate pr...
749,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,A contractor is about to apply an epoxy coating over a surface that was primed 1...
750,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Describe the procedure for measuring Dry Film Thickness (DFT) on a complex struc...
751,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Discuss the different methods of Adhesion Testing (e.g., Cross-Cut, X-Cut, Pull-..."
752,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,What is the role of Cathodic Protection (CP) in conjunction with pipeline coatin...
753,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Outline the specific hazards and safety precautions associated with Abrasive Bla...
754,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the 3-Layer Polyethylene (3LPE) coating system used on pipelines. Detail...
755,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You notice a painter thinning a two-part epoxy with an unknown solvent because '...
756,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Describe the phenomenon of 'Amine Blush'. What coatings does it affect, under wh..."
757,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Discuss the importance of monitoring 'Dew Point' and 'Steel Surface Temperature'...
758,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,A tank internal lining exhibits massive 'Sagging' and 'Running' on the vertical ...
759,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Explain the difference between 'Volume Solids' and 'Weight Solids' in a coating ...
760,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,What is Thermal Spray Aluminum (TSA)? Describe the application process and its p...
761,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Detail the specific quality control checks required when applying a glass-flake ...
762,✅ Success,,"You measure the ambient conditions: Air Temp is 25°C, Dew Point is 22°C, and Ste..."
763,✅ Success,,A blaster tells you he doesn't need to solvent wipe the steel before blasting be...
764,✅ Success,,What is a 'Blotter Test' and when is it performed?
765,✅ Success,,Explain how you use Testex Replica Tape to measure surface profile.
766,✅ Success,,"What does the term 'Pot Life' mean, and what happens if you apply paint that has..."
767,✅ Success,,"Why is 'Stripe Coating' required on welds, nuts, bolts, and sharp edges?"
768,✅ Success,,You are using a magnetic DFT gauge on freshly blasted steel. Why must you calibr...
769,✅ Success,,What is 'Flash Rust' and what causes it?
770,✅ Success,,Explain the difference between 'Adhesion' and 'Cohesion' in a paint system.
771,✅ Success,,A contractor applies 200 microns Wet Film Thickness (WFT) of a paint that is 60%...
772,✅ Success,,Why is it dangerous to set the voltage too high on a Holiday Detector (Spark Tes...
773,✅ Success,,What is 'Chalking' and what type of paint is most famous for doing it?
774,✅ Success,,You find 'Mud-cracking' in a newly applied Inorganic Zinc (IOZ) primer. What cau...
775,✅ Success,,What is the difference between 'Curing' and 'Drying' of a paint?
776,✅ Success,,A painter wants to add extra thinner to the epoxy because it's a hot day. What a...
777,✅ Success,,What does 'Sa 2.5' mean in ISO 8501-1?
778,✅ Success,,Explain the 'Bresle Patch' test.
779,✅ Success,,You see a painter spraying the second coat of epoxy 3 weeks after the first coat...
780,✅ Success,,What is 'Amine Blush' and how do you get rid of it?
781,✅ Success,,Why must abrasive blasting NOT be performed on stainless steel using carbon stee...
782,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Identify the items required to perform a Blotter Test on a blasting air compress...
783,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Given a Sling Psychrometer, demonstrate how to determine the ambient relative hu..."
784,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate the proper method for measuring surface profile using Testex Replica...
785,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are handed a WFT (Wet Film Thickness) comb. Demonstrate how to correctly use...
786,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Evaluate a blasted steel panel against the ISO 8501-1 visual standard book. Just...
787,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate how to perform a tape test for dust assessment according to ISO 8502...
788,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Given a Type 2 electronic magnetic DFT gauge and plastic calibration shims, demo..."
789,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Perform a Cross-Cut Adhesion Test (ASTM D3359) on a provided thin-film coated pa...
790,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Given a Wet Sponge Holiday Detector, demonstrate the setup, verification, and te..."
791,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Calculate the required WFT: The spec requires 150 microns DFT. The paint datashe...
792,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Calculate the required WFT with Thinner: Spec requires 100 microns DFT. Volume s...
793,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Given a High-Voltage DC Spark Tester, demonstrate how to safely set the voltage ..."
794,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Perform a Bresle Patch extraction (simulation) on a steel panel and explain how ...
795,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Inspect a painted panel with several defects. Visually identify 'Sagging', 'Pinh..."
796,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Evaluate a coating thickness report according to SSPC-PA 2 rules. Given a set of...
797,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate how to determine the mixing ratio of a two-part epoxy if you are mix...
798,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Review a Paint Technical Data Sheet (TDS). Locate and state the 'Pot Life' at 30...
799,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are inspecting a hot-dip galvanized handrail that needs to be painted. Expla...
800,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate the proper way to mix a zinc-rich primer. What is the critical step ...
801,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Analyze a failure scenario: A painted pipeline stored outside for 6 months is no...
802,✅ Success,,"According to ACI 318 and Saudi Aramco standards, what is the maximum allowable t..."
803,✅ Success,,"When performing a slump test (ASTM C143), how many layers of concrete should be ..."
804,✅ Success,,How many times must each layer be rodded during a concrete slump test?
805,✅ Success,,What is the standard temperature range for curing concrete test cylinders in the...
